GAMEID,team,SB,T,Win
HOU202307290,0,1,0,L
HOU202307290,1,0,0,W
HOU202307300,0,0,0,W
HOU202307300,1,0,0,L
HOU202307310,0,0,0,L
HOU202307310,1,2,0,W
HOU202308010,0,0,0,L
HOU202308010,1,0,0,W
HOU202308020,0,0,0,L
HOU202308020,1,0,0,W
HOU202308110,0,0,0,L
HOU202308110,1,0,0,W
HOU202308120,0,0,0,L
HOU202308120,1,0,0,W
HOU202308130,0,0,0,W
HOU202308130,1,0,0,L
HOU202308180,0,1,0,W
HOU202308180,1,0,0,L
HOU202308190,0,1,0,W
HOU202308190,1,0,0,L
HOU202308200,0,0,0,W
HOU202308200,1,1,0,L
HOU202308210,0,0,0,L
HOU202308210,1,0,0,W
HOU202308220,0,0,0,L
HOU202308220,1,0,0,W
HOU202308230,0,0,0,W
HOU202308230,1,0,0,L
HOU202308240,0,0,0,W
HOU202308240,1,0,0,L
HOU202309010,0,0,0,W
HOU202309010,1,0,0,L
HOU202309020,0,0,0,W
HOU202309020,1,0,0,L
HOU202309030,0,0,0,W
HOU202309030,1,0,0,L
HOU202309080,0,0,0,W
HOU202309080,1,0,0,L
HOU202309090,0,0,0,L
HOU202309090,1,0,0,W
HOU202309100,0,0,0,L
HOU202309100,1,0,0,W
HOU202309110,0,0,0,W
HOU202309110,1,0,0,L
HOU202309120,0,0,0,W
HOU202309120,1,0,0,L
HOU202309130,0,0,0,L
HOU202309130,1,0,0,W
HOU202309180,0,0,0,W
HOU202309180,1,0,0,L
HOU202309190,0,1,0,W
HOU202309190,1,0,0,L
HOU202309200,0,1,0,L
HOU202309200,1,0,0,W
HOU202309220,0,0,1,W
HOU202309220,1,0,0,L
HOU202309230,0,1,0,W
HOU202309230,1,0,0,L
HOU202309240,0,0,0,W
HOU202309240,1,0,0,L
KCA202303300,0,0,0,W
KCA202303300,1,0,0,L
KCA202304010,0,0,0,W
KCA202304010,1,0,0,L
KCA202304020,0,0,0,W
KCA202304020,1,0,0,L
KCA202304030,0,0,0,L
KCA202304030,1,0,0,W
KCA202304040,0,0,0,W
KCA202304040,1,0,0,L
KCA202304050,0,0,0,W
KCA202304050,1,0,0,L
KCA202304060,0,0,0,W
KCA202304060,1,0,0,L
KCA202304140,0,0,0,W
KCA202304140,1,0,0,L
KCA202304150,0,0,0,W
KCA202304150,1,0,0,L
KCA202304160,0,0,0,W
KCA202304160,1,0,0,L
KCA202304170,0,0,0,W
KCA202304170,1,0,0,L
KCA202304180,0,0,0,W
KCA202304180,1,0,1,L
KCA202304190,0,0,0,W
KCA202304190,1,0,0,L
KCA202305020,0,0,0,W
KCA202305020,1,0,0,L
KCA202305030,0,0,0,L
KCA202305030,1,0,0,W
KCA202305040,0,0,0,W
KCA202305040,1,0,0,L
KCA202305050,0,1,0,W
KCA202305050,1,0,0,L
KCA202305060,0,0,0,W
KCA202305060,1,0,0,L
KCA202305070,0,0,0,L
KCA202305070,1,0,0,W
KCA202305080,0,0,0,L
KCA202305080,1,1,0,W
KCA202305090,0,0,0,W
KCA202305090,1,0,0,L
KCA202305100,0,0,0,L
KCA202305100,1,0,0,W
KCA202305110,0,0,0,L
KCA202305110,1,2,0,W
KCA202305220,0,0,0,W
KCA202305220,1,0,0,L
KCA202305230,0,0,0,L
KCA202305230,1,0,0,W
KCA202305240,0,0,0,W
KCA202305240,1,0,0,L
KCA202305260,0,0,0,W
KCA202305260,1,0,0,L
KCA202305270,0,0,0,W
KCA202305270,1,0,0,L
KCA202305280,0,0,0,L
KCA202305280,1,0,0,W
KCA202306020,0,0,0,W
KCA202306020,1,0,0,L
KCA202306030,0,0,1,W
KCA202306030,1,0,0,L
KCA202306040,0,0,0,L
KCA202306040,1,0,0,W
KCA202306120,0,0,0,W
KCA202306120,1,0,0,L
KCA202306130,0,0,0,W
KCA202306130,1,0,0,L
KCA202306140,0,0,0,W
KCA202306140,1,0,0,L
KCA202306160,0,0,0,W
KCA202306160,1,0,0,L
KCA202306170,0,0,0,L
KCA202306170,1,0,0,W
KCA202306180,0,0,0,W
KCA202306180,1,0,0,L
KCA202306270,0,0,0,W
KCA202306270,1,0,0,L
KCA202306280,0,0,0,W
KCA202306280,1,0,0,L
KCA202306290,0,0,0,L
KCA202306290,1,0,0,W
KCA202306300,0,0,0,W
KCA202306300,1,0,0,L
KCA202307010,0,0,0,L
KCA202307010,1,0,0,W
KCA202307020,0,0,0,L
KCA202307020,1,0,0,W
KCA202307151,0,0,0,W
KCA202307151,1,0,0,L
KCA202307152,0,0,0,W
KCA202307152,1,0,0,L
KCA202307160,0,0,0,L
KCA202307160,1,0,0,W
KCA202307170,0,0,0,W
KCA202307170,1,0,0,L
KCA202307180,0,0,0,L
KCA202307180,1,0,0,W
KCA202307190,0,0,0,W
KCA202307190,1,0,0,L
KCA202307200,0,0,0,W
KCA202307200,1,0,0,L
KCA202307280,0,0,0,L
KCA202307280,1,0,0,W
KCA202307290,0,0,0,L
KCA202307290,1,0,0,W
KCA202307300,0,0,0,L
KCA202307300,1,0,0,W
KCA202308010,0,0,0,L
KCA202308010,1,0,0,W
KCA202308020,0,0,0,L
KCA202308020,1,0,0,W
KCA202308030,0,0,0,L
KCA202308030,1,1,0,W
KCA202308110,0,0,0,L
KCA202308110,1,0,0,W
KCA202308120,0,0,0,W
KCA202308120,1,0,0,L
KCA202308140,0,0,0,L
KCA202308140,1,0,0,W
KCA202308150,0,0,0,W
KCA202308150,1,0,0,L
KCA202308160,0,0,0,W
KCA202308160,1,0,0,L
KCA202308170,0,0,0,W
KCA202308170,1,0,0,L
KCA202308280,0,0,0,W
KCA202308280,1,0,0,L
KCA202308290,0,0,0,W
KCA202308290,1,0,0,L
KCA202308300,0,0,0,W
KCA202308300,1,0,0,L
KCA202309010,0,0,0,L
KCA202309010,1,0,0,W
KCA202309020,0,0,1,W
KCA202309020,1,0,0,L
KCA202309030,0,0,0,W
KCA202309030,1,0,0,L
KCA202309040,0,0,0,L
KCA202309040,1,0,0,W
KCA202309050,0,0,0,L
KCA202309050,1,0,0,W
KCA202309060,0,0,0,W
KCA202309060,1,0,0,L
KCA202309150,0,0,0,L
KCA202309150,1,1,0,W
KCA202309160,0,0,0,L
KCA202309160,1,1,0,W
KCA202309170,0,0,0,W
KCA202309170,1,0,0,L
KCA202309180,0,0,0,L
KCA202309180,1,0,0,W
KCA202309190,0,0,0,L
KCA202309190,1,0,0,W
KCA202309200,0,0,0,L
KCA202309200,1,0,0,W
KCA202309290,0,0,0,L
KCA202309290,1,1,0,W
KCA202309300,0,1,0,W
KCA202309300,1,0,0,L
KCA202310010,0,0,0,L
KCA202310010,1,0,0,W
LAN202303300,0,0,0,L
LAN202303300,1,0,0,W
LAN202303310,0,0,0,W
LAN202303310,1,0,0,L
LAN202304010,0,0,0,L
LAN202304010,1,0,0,W
LAN202304020,0,0,0,W
LAN202304020,1,0,0,L
LAN202304030,0,0,0,L
LAN202304030,1,0,0,W
LAN202304040,0,0,0,L
LAN202304040,1,0,0,W
LAN202304140,0,0,0,W
LAN202304140,1,0,0,L
LAN202304150,0,0,0,L
LAN202304150,1,0,0,W
LAN202304160,0,0,0,W
LAN202304160,1,0,0,L
LAN202304170,0,0,0,W
LAN202304170,1,0,0,L
LAN202304180,0,0,0,L
LAN202304180,1,0,0,W
LAN202304190,0,0,0,W
LAN202304190,1,0,0,L
LAN202304280,0,1,0,L
LAN202304280,1,0,0,W
LAN202304290,0,0,0,L
LAN202304290,1,1,0,W
LAN202304300,0,0,0,L
LAN202304300,1,0,0,W
LAN202305010,0,0,0,L
LAN202305010,1,0,0,W
LAN202305020,0,0,0,L
LAN202305020,1,0,0,W
LAN202305030,0,0,0,L
LAN202305030,1,0,0,W
LAN202305120,0,0,0,L
LAN202305120,1,0,0,W
LAN202305130,0,0,0,L
LAN202305130,1,0,0,W
LAN202305140,0,1,0,L
LAN202305140,1,0,0,W
LAN202305150,0,0,0,L
LAN202305150,1,0,0,W
LAN202305160,0,0,0,W
LAN202305160,1,0,0,L
LAN202305170,0,0,0,L
LAN202305170,1,0,0,W
LAN202305290,0,0,0,L
LAN202305290,1,0,0,W
LAN202305300,0,0,0,L
LAN202305300,1,0,0,W
LAN202305310,0,0,0,W
LAN202305310,1,1,0,L
LAN202306020,0,0,0,L
LAN202306020,1,0,0,W
LAN202306030,0,0,0,W
LAN202306030,1,0,0,L
LAN202306040,0,0,0,W
LAN202306040,1,0,0,L
LAN202306130,0,1,0,L
LAN202306130,1,0,0,W
LAN202306140,0,0,0,W
LAN202306140,1,1,0,L
LAN202306150,0,0,0,L
LAN202306150,1,0,0,W
LAN202306160,0,0,0,W
LAN202306160,1,0,0,L
LAN202306170,0,0,0,W
LAN202306170,1,0,0,L
LAN202306180,0,0,0,W
LAN202306180,1,0,0,L
LAN202306230,0,0,0,L
LAN202306230,1,0,0,W
LAN202306240,0,0,0,L
LAN202306240,1,0,0,W
LAN202306250,0,0,0,W
LAN202306250,1,0,0,L
LAN202307030,0,0,0,L
LAN202307030,1,0,0,W
LAN202307040,0,0,0,W
LAN202307040,1,0,0,L
LAN202307050,0,0,0,L
LAN202307050,1,0,0,W
LAN202307060,0,0,0,L
LAN202307060,1,0,0,W
LAN202307070,0,0,0,L
LAN202307070,1,0,0,W
LAN202307080,0,0,0,L
LAN202307080,1,0,0,W
LAN202307240,0,0,0,W
LAN202307240,1,0,0,L
LAN202307250,0,0,0,L
LAN202307250,1,0,0,W
LAN202307260,0,0,0,W
LAN202307260,1,0,0,L
LAN202307280,0,0,1,W
LAN202307280,1,0,0,L
LAN202307290,0,0,0,L
LAN202307290,1,0,0,W
LAN202307300,0,0,0,W
LAN202307300,1,1,0,L
LAN202308010,0,0,0,L
LAN202308010,1,0,0,W
LAN202308020,0,0,0,L
LAN202308020,1,0,0,W
LAN202308030,0,0,0,L
LAN202308030,1,0,0,W
LAN202308100,0,0,0,L
LAN202308100,1,0,0,W
LAN202308110,0,0,0,L
LAN202308110,1,0,0,W
LAN202308120,0,0,0,L
LAN202308120,1,0,0,W
LAN202308130,0,0,0,L
LAN202308130,1,0,0,W
LAN202308150,0,0,0,L
LAN202308150,1,0,0,W
LAN202308160,0,0,0,L
LAN202308160,1,0,0,W
LAN202308170,0,0,0,L
LAN202308170,1,0,0,W
LAN202308180,0,0,0,W
LAN202308180,1,0,0,L
LAN202308191,0,0,0,L
LAN202308191,1,0,0,W
LAN202308192,0,0,0,L
LAN202308192,1,0,0,W
LAN202308280,0,0,0,L
LAN202308280,1,0,0,W
LAN202308290,0,0,0,L
LAN202308290,1,0,0,W
LAN202308300,0,0,0,L
LAN202308300,1,0,0,W
LAN202308310,0,0,0,W
LAN202308310,1,0,0,L
LAN202309010,0,0,0,W
LAN202309010,1,0,0,L
LAN202309020,0,0,0,W
LAN202309020,1,0,0,L
LAN202309030,0,0,0,L
LAN202309030,1,0,0,W
LAN202309110,0,1,0,W
LAN202309110,1,0,0,L
LAN202309120,0,0,0,L
LAN202309120,1,0,0,W
LAN202309130,0,0,0,W
LAN202309130,1,1,0,L
LAN202309180,0,0,0,L
LAN202309180,1,0,0,W
LAN202309190,0,0,0,L
LAN202309190,1,0,0,W
LAN202309200,0,0,0,W
LAN202309200,1,0,0,L
LAN202309210,0,0,0,L
LAN202309210,1,0,0,W
LAN202309220,0,0,0,W
LAN202309220,1,0,0,L
LAN202309230,0,0,0,L
LAN202309230,1,0,0,W
LAN202309240,0,0,0,L
LAN202309240,1,0,0,W
MIA202303300,0,0,0,W
MIA202303300,1,0,0,L
MIA202303310,0,0,0,L
MIA202303310,1,0,1,W
MIA202304010,0,0,0,W
MIA202304010,1,0,0,L
MIA202304020,0,0,0,W
MIA202304020,1,0,0,L
MIA202304030,0,0,0,W
MIA202304030,1,0,0,L
MIA202304040,0,0,0,L
MIA202304040,1,0,0,W
MIA202304050,0,0,0,L
MIA202304050,1,0,0,W
MIA202304140,0,0,0,L
MIA202304140,1,0,0,W
MIA202304150,0,0,0,L
MIA202304150,1,0,0,W
MIA202304160,0,0,0,W
MIA202304160,1,0,0,L
MIA202304170,0,0,0,L
MIA202304170,1,0,0,W
MIA202304180,0,1,0,L
MIA202304180,1,0,0,W
MIA202304190,0,0,0,W
MIA202304190,1,0,0,L
MIA202304280,0,0,0,L
MIA202304280,1,0,0,W
MIA202304290,0,0,0,L
MIA202304290,1,0,0,W
MIA202304300,0,0,0,L
MIA202304300,1,0,0,W
MIA202305020,0,0,0,W
MIA202305020,1,0,0,L
MIA202305030,0,0,0,W
MIA202305030,1,0,0,L
MIA202305040,0,0,0,W
MIA202305040,1,1,0,L
MIA202305120,0,0,0,W
MIA202305120,1,0,0,L
MIA202305130,0,0,0,W
MIA202305130,1,0,0,L
MIA202305140,0,0,0,L
MIA202305140,1,0,0,W
MIA202305160,0,0,0,L
MIA202305160,1,0,0,W
MIA202305170,0,0,0,L
MIA202305170,1,0,0,W
MIA202305180,0,0,0,L
MIA202305180,1,0,0,W
MIA202305300,0,0,0,W
MIA202305300,1,0,0,L
MIA202305310,0,0,0,L
MIA202305310,1,0,0,W
MIA202306010,0,0,0,W
MIA202306010,1,0,0,L
MIA202306020,0,0,0,L
MIA202306020,1,0,0,W
MIA202306030,0,0,0,L
MIA202306030,1,0,0,W
MIA202306040,0,0,0,L
MIA202306040,1,0,0,W
MIA202306050,0,0,0,L
MIA202306050,1,0,0,W
MIA202306060,0,0,0,L
MIA202306060,1,0,0,W
MIA202306070,0,0,0,L
MIA202306070,1,0,0,W
MIA202306190,0,0,0,L
MIA202306190,1,0,0,W
MIA202306200,0,0,0,W
MIA202306200,1,0,0,L
MIA202306210,0,0,0,W
MIA202306210,1,0,0,L
MIA202306220,0,0,0,L
MIA202306220,1,0,0,W
MIA202306230,0,0,0,W
MIA202306230,1,0,0,L
MIA202306240,0,0,0,L
MIA202306240,1,0,0,W
MIA202306250,0,0,0,L
MIA202306250,1,0,0,W
MIA202307030,0,0,0,L
MIA202307030,1,0,0,W
MIA202307040,0,0,0,L
MIA202307040,1,0,0,W
MIA202307050,0,0,0,L
MIA202307050,1,0,0,W
MIA202307060,0,0,0,W
MIA202307060,1,0,0,L
MIA202307070,0,0,0,W
MIA202307070,1,0,0,L
MIA202307080,0,0,0,L
MIA202307080,1,0,0,W
MIA202307090,0,0,0,L
MIA202307090,1,0,0,W
MIA202307210,0,0,0,W
MIA202307210,1,0,0,L
MIA202307220,0,0,0,W
MIA202307220,1,0,0,L
MIA202307230,0,0,0,L
MIA202307230,1,0,0,W
MIA202307280,0,0,0,L
MIA202307280,1,0,0,W
MIA202307290,0,0,0,W
MIA202307290,1,0,0,L
MIA202307300,0,0,0,L
MIA202307300,1,0,0,W
MIA202307310,0,1,0,W
MIA202307310,1,0,0,L
MIA202308010,0,0,0,W
MIA202308010,1,0,0,L
MIA202308020,0,0,0,L
MIA202308020,1,0,0,W
MIA202308030,0,0,0,W
MIA202308030,1,0,0,L
MIA202308110,0,0,0,W
MIA202308110,1,0,0,L
MIA202308120,0,0,0,L
MIA202308120,1,0,0,W
MIA202308130,0,0,0,L
MIA202308130,1,0,0,W
MIA202308140,0,1,0,L
MIA202308140,1,0,0,W
MIA202308150,0,0,0,W
MIA202308150,1,0,0,L
MIA202308160,0,0,0,W
MIA202308160,1,0,0,L
MIA202308250,0,1,0,W
MIA202308250,1,0,0,L
MIA202308260,0,0,0,W
MIA202308260,1,0,0,L
MIA202308270,0,0,0,L
MIA202308270,1,0,0,W
MIA202308290,0,0,0,W
MIA202308290,1,0,0,L
MIA202308300,0,0,0,W
MIA202308300,1,0,0,L
MIA202309050,0,0,0,L
MIA202309050,1,0,0,W
MIA202309060,0,0,0,L
MIA202309060,1,0,0,W
MIA202309070,0,0,0,W
MIA202309070,1,0,0,L
MIA202309150,0,0,0,L
MIA202309150,1,0,1,W
MIA202309160,0,0,0,L
MIA202309160,1,0,0,W
MIA202309170,0,0,0,L
MIA202309170,1,0,0,W
MIA202309180,0,0,0,W
MIA202309180,1,0,0,L
MIA202309190,0,0,0,L
MIA202309190,1,0,0,W
MIA202309200,0,0,0,W
MIA202309200,1,0,0,L
MIA202309220,0,0,0,W
MIA202309220,1,0,0,L
MIA202309230,0,0,0,L
MIA202309230,1,0,0,W
MIA202309240,0,0,0,L
MIA202309240,1,0,0,W
MIL202304030,0,0,0,L
MIL202304030,1,0,0,W
MIL202304040,0,0,0,L
MIL202304040,1,0,0,W
MIL202304050,0,1,0,L
MIL202304050,1,0,0,W
MIL202304070,0,0,0,L
MIL202304070,1,0,0,W
MIL202304080,0,0,0,W
MIL202304080,1,0,0,L
MIL202304090,0,0,0,L
MIL202304090,1,0,0,W
MIL202304210,0,0,0,W
MIL202304210,1,0,0,L
MIL202304220,0,0,0,L
MIL202304220,1,0,0,W
MIL202304230,0,0,0,W
MIL202304230,1,0,0,L
MIL202304240,0,0,0,W
MIL202304240,1,0,0,L
MIL202304250,0,0,0,W
MIL202304250,1,0,0,L
MIL202304260,0,0,0,L
MIL202304260,1,0,0,W
MIL202304280,0,0,0,L
MIL202304280,1,0,0,W
MIL202304290,0,0,0,L
MIL202304290,1,0,0,W
MIL202304300,0,1,0,W
MIL202304300,1,0,0,L
MIL202305080,0,0,0,L
MIL202305080,1,0,0,W
MIL202305090,0,1,0,W
MIL202305090,1,0,0,L
MIL202305100,0,0,0,W
MIL202305100,1,0,0,L
MIL202305120,0,0,0,L
MIL202305120,1,2,0,W
MIL202305130,0,0,0,L
MIL202305130,1,0,0,W
MIL202305140,0,0,0,L
MIL202305140,1,0,0,W
MIL202305220,0,0,0,W
MIL202305220,1,0,0,L
MIL202305230,0,0,0,L
MIL202305230,1,0,0,W
MIL202305240,0,0,0,L
MIL202305240,1,0,0,W
MIL202305250,0,1,0,W
MIL202305250,1,0,0,L
MIL202305260,0,0,0,W
MIL202305260,1,0,0,L
MIL202305270,0,0,0,W
MIL202305270,1,0,0,L
MIL202305280,0,0,0,L
MIL202305280,1,0,0,W
MIL202306060,0,0,0,L
MIL202306060,1,0,0,W
MIL202306070,0,0,0,L
MIL202306070,1,0,0,W
MIL202306080,0,0,0,W
MIL202306080,1,0,0,L
MIL202306090,0,1,1,W
MIL202306090,1,1,0,L
MIL202306100,0,0,0,W
MIL202306100,1,0,0,L
MIL202306110,0,0,0,W
MIL202306110,1,0,0,L
MIL202306160,0,0,0,L
MIL202306160,1,0,0,W
MIL202306170,0,0,0,L
MIL202306170,1,0,0,W
MIL202306180,0,0,0,L
MIL202306180,1,0,0,W
MIL202306190,0,0,0,W
MIL202306190,1,0,0,L
MIL202306200,0,1,0,L
MIL202306200,1,0,0,W
MIL202306210,0,0,0,W
MIL202306210,1,0,0,L
MIL202307030,0,1,0,L
MIL202307030,1,0,0,W
MIL202307040,0,0,0,W
MIL202307040,1,0,0,L
MIL202307050,0,0,0,W
MIL202307050,1,0,0,L
MIL202307060,0,0,0,L
MIL202307060,1,0,0,W
MIL202307070,0,0,0,L
MIL202307070,1,0,0,W
MIL202307080,0,0,0,W
MIL202307080,1,0,0,L
MIL202307090,0,0,0,L
MIL202307090,1,0,0,W
MIL202307210,0,0,0,W
MIL202307210,1,0,0,L
MIL202307220,0,1,0,L
MIL202307220,1,0,0,W
MIL202307230,0,1,0,W
MIL202307230,1,0,0,L
MIL202307240,0,0,0,L
MIL202307240,1,1,0,W
MIL202307250,0,0,0,W
MIL202307250,1,0,0,L
MIL202307260,0,0,0,L
MIL202307260,1,0,0,W
MIL202308030,0,0,0,L
MIL202308030,1,0,0,W
MIL202308040,0,1,0,W
MIL202308040,1,0,0,L
MIL202308050,0,0,0,L
MIL202308050,1,1,0,W
MIL202308060,0,0,0,W
MIL202308060,1,0,0,L
MIL202308070,0,0,0,L
MIL202308070,1,0,0,W
MIL202308080,0,1,0,W
MIL202308080,1,0,0,L
MIL202308090,0,0,0,L
MIL202308090,1,0,0,W
MIL202308220,0,0,0,L
MIL202308220,1,0,0,W
MIL202308230,0,0,0,L
MIL202308230,1,1,0,W
MIL202308250,0,0,0,L
MIL202308250,1,0,0,W
MIL202308260,0,0,0,L
MIL202308260,1,0,0,W
MIL202308270,0,0,0,L
MIL202308270,1,0,0,W
MIL202309010,0,0,0,L
MIL202309010,1,0,0,W
MIL202309020,0,2,0,L
MIL202309020,1,0,0,W
MIL202309030,0,0,0,W
MIL202309030,1,0,0,L
MIL202309110,0,0,0,L
MIL202309110,1,0,0,W
MIL202309120,0,0,0,L
MIL202309120,1,0,0,W
MIL202309130,0,0,0,W
MIL202309130,1,0,0,L
MIL202309140,0,0,0,L
MIL202309140,1,0,0,W
MIL202309150,0,0,0,L
MIL202309150,1,0,0,W
MIL202309160,0,0,0,L
MIL202309160,1,0,0,W
MIL202309170,0,0,0,W
MIL202309170,1,0,0,L
MIL202309260,0,0,0,W
MIL202309260,1,0,0,L
MIL202309270,0,0,0,L
MIL202309270,1,0,0,W
MIL202309280,0,0,0,L
MIL202309280,1,0,0,W
MIL202309290,0,0,0,L
MIL202309290,1,0,0,W
MIL202309300,0,0,0,W
MIL202309300,1,0,0,L
MIL202310010,0,0,0,L
MIL202310010,1,1,0,W
MIN202304070,0,0,0,L
MIN202304070,1,0,0,W
MIN202304080,0,0,0,L
MIN202304080,1,0,0,W
MIN202304090,0,0,0,W
MIN202304090,1,0,0,L
MIN202304100,0,0,0,W
MIN202304100,1,0,0,L
MIN202304110,0,0,0,L
MIN202304110,1,0,0,W
MIN202304120,0,0,0,L
MIN202304120,1,0,0,W
MIN202304210,0,0,0,W
MIN202304210,1,0,0,L
MIN202304220,0,0,0,W
MIN202304220,1,0,0,L
MIN202304230,0,0,0,L
MIN202304230,1,0,0,W
MIN202304240,0,0,0,L
MIN202304240,1,0,0,W
MIN202304250,0,0,0,L
MIN202304250,1,0,0,W
MIN202304260,0,0,0,W
MIN202304260,1,0,0,L
MIN202304270,0,0,0,L
MIN202304270,1,0,0,W
MIN202304280,0,0,0,L
MIN202304280,1,0,0,W
MIN202304290,0,0,0,W
MIN202304290,1,0,0,L
MIN202304300,0,0,0,L
MIN202304300,1,0,0,W
MIN202305090,0,0,0,W
MIN202305090,1,0,0,L
MIN202305100,0,0,0,L
MIN202305100,1,0,0,W
MIN202305110,0,0,0,L
MIN202305110,1,0,0,W
MIN202305120,0,0,0,W
MIN202305120,1,0,0,L
MIN202305130,0,0,0,L
MIN202305130,1,0,0,W
MIN202305140,0,0,0,L
MIN202305140,1,0,0,W
MIN202305220,0,0,0,W
MIN202305220,1,0,0,L
MIN202305230,0,0,0,W
MIN202305230,1,0,0,L
MIN202305240,0,0,0,L
MIN202305240,1,1,0,W
MIN202305260,0,0,0,W
MIN202305260,1,0,0,L
MIN202305270,0,0,0,L
MIN202305270,1,1,0,W
MIN202305280,0,0,0,W
MIN202305280,1,0,0,L
MIN202306010,0,0,0,L
MIN202306010,1,0,0,W
MIN202306020,0,0,0,L
MIN202306020,1,0,0,W
MIN202306030,0,0,0,W
MIN202306030,1,0,0,L
MIN202306040,0,0,0,W
MIN202306040,1,0,0,L
MIN202306130,0,0,0,L
MIN202306130,1,0,0,W
MIN202306140,0,0,0,L
MIN202306140,1,0,0,W
MIN202306150,0,0,0,W
MIN202306150,1,0,0,L
MIN202306160,0,0,0,W
MIN202306160,1,0,0,L
MIN202306170,0,0,0,L
MIN202306170,1,0,0,W
MIN202306180,0,0,1,W
MIN202306180,1,0,0,L
MIN202306190,0,0,0,W
MIN202306190,1,0,0,L
MIN202306200,0,0,0,W
MIN202306200,1,0,0,L
MIN202306210,0,1,0,L
MIN202306210,1,0,0,W
MIN202306220,0,0,0,L
MIN202306220,1,0,0,W
MIN202307030,0,0,0,L
MIN202307030,1,0,0,W
MIN202307040,0,0,0,L
MIN202307040,1,0,0,W
MIN202307050,0,0,0,L
MIN202307050,1,0,0,W
MIN202307070,0,0,0,W
MIN202307070,1,0,0,L
MIN202307080,0,0,0,W
MIN202307080,1,0,0,L
MIN202307090,0,0,0,W
MIN202307090,1,0,0,L
MIN202307210,0,0,0,L
MIN202307210,1,0,0,W
MIN202307220,0,0,0,L
MIN202307220,1,0,0,W
MIN202307230,0,0,0,L
MIN202307230,1,0,0,W
MIN202307240,0,0,0,L
MIN202307240,1,0,0,W
MIN202307250,0,0,0,W
MIN202307250,1,0,1,L
MIN202307260,0,0,0,W
MIN202307260,1,0,0,L
MIN202308040,0,0,0,L
MIN202308040,1,0,0,W
MIN202308050,0,1,0,L
MIN202308050,1,0,0,W
MIN202308060,0,0,0,L
MIN202308060,1,0,0,W
MIN202308150,0,0,0,L
MIN202308150,1,0,0,W
MIN202308160,0,0,0,W
MIN202308160,1,0,0,L
MIN202308180,0,0,0,L
MIN202308180,1,0,0,W
MIN202308190,0,0,0,W
MIN202308190,1,1,0,L
MIN202308200,0,0,0,L
MIN202308200,1,0,0,W
MIN202308240,0,0,0,L
MIN202308240,1,0,0,W
MIN202308250,0,0,0,L
MIN202308250,1,0,1,W
MIN202308260,0,0,0,W
MIN202308260,1,0,0,L
MIN202308270,0,0,0,L
MIN202308270,1,0,0,W
MIN202308280,0,0,0,L
MIN202308280,1,0,0,W
MIN202308290,0,0,0,W
MIN202308290,1,0,0,L
MIN202308300,0,0,0,W
MIN202308300,1,0,0,L
MIN202309080,0,0,0,L
MIN202309080,1,0,0,W
MIN202309090,0,1,0,L
MIN202309090,1,0,0,W
MIN202309100,0,0,0,W
MIN202309100,1,0,0,L
MIN202309110,0,0,0,W
MIN202309110,1,0,0,L
MIN202309120,0,0,0,L
MIN202309120,1,0,0,W
MIN202309130,0,0,0,W
MIN202309130,1,0,0,L
MIN202309220,0,0,0,L
MIN202309220,1,0,0,W
MIN202309230,0,0,0,W
MIN202309230,1,0,0,L
MIN202309240,0,0,0,L
MIN202309240,1,0,0,W
MIN202309260,0,0,0,L
MIN202309260,1,0,0,W
MIN202309270,0,0,0,L
MIN202309270,1,0,0,W
MIN202309280,0,0,0,W
MIN202309280,1,0,0,L
NYA202303300,0,0,0,L
NYA202303300,1,0,0,W
NYA202304010,0,1,0,W
NYA202304010,1,0,0,L
NYA202304020,0,0,0,L
NYA202304020,1,0,0,W
NYA202304030,0,0,0,L
NYA202304030,1,1,1,W
NYA202304040,0,0,0,W
NYA202304040,1,0,0,L
NYA202304050,0,0,0,L
NYA202304050,1,1,0,W
NYA202304130,0,0,0,W
NYA202304130,1,0,0,L
NYA202304140,0,0,0,W
NYA202304140,1,0,0,L
NYA202304150,0,0,0,L
NYA202304150,1,0,0,W
NYA202304160,0,0,0,L
NYA202304160,1,0,0,W
NYA202304180,0,0,0,W
NYA202304180,1,0,0,L
NYA202304190,0,0,0,L
NYA202304190,1,0,0,W
NYA202304200,0,0,0,L
NYA202304200,1,0,0,W
NYA202304210,0,0,0,W
NYA202304210,1,0,0,L
NYA202304220,0,0,0,L
NYA202304220,1,0,0,W
NYA202304230,0,0,0,W
NYA202304230,1,0,0,L
NYA202305010,0,0,0,W
NYA202305010,1,0,0,L
NYA202305020,0,1,0,L
NYA202305020,1,0,0,W
NYA202305030,0,0,0,L
NYA202305030,1,0,0,W
NYA202305080,0,0,0,L
NYA202305080,1,0,0,W
NYA202305090,0,0,0,L
NYA202305090,1,0,0,W
NYA202305100,0,0,0,L
NYA202305100,1,0,0,W
NYA202305110,0,1,0,W
NYA202305110,1,0,0,L
NYA202305120,0,0,0,L
NYA202305120,1,0,0,W
NYA202305130,0,0,0,L
NYA202305130,1,0,0,W
NYA202305140,0,0,0,W
NYA202305140,1,0,0,L
NYA202305230,0,0,0,L
NYA202305230,1,0,0,W
NYA202305240,0,0,0,W
NYA202305240,1,0,0,L
NYA202305250,0,0,0,W
NYA202305250,1,0,0,L
NYA202305260,0,0,0,W
NYA202305260,1,0,0,L
NYA202305270,0,0,0,L
NYA202305270,1,0,0,W
